,Customer Type,Type of Travel,Class,satisfaction,Flight Distance,Inflight entertainment,Baggage handling,Arrival Delay in Minutes
28201,1,1,3,1,651,1,4,19.0
28202,1,2,3,2,404,4,1,62.0
28203,1,1,3,1,640,4,5,1.0
28204,1,2,1,1,826,4,4,0.0
28205,1,1,3,1,1167,2,5,0.0
28206,1,2,2,2,501,3,3,0.0
28207,1,2,2,2,1961,4,4,0.0
28208,2,2,3,2,101,3,2,3.0
28209,2,2,2,2,370,3,4,193.0
28210,1,1,3,1,651,5,3,28.0
28211,1,1,3,1,258,3,2,12.0
28212,1,1,3,1,528,4,5,0.0
28213,2,2,3,1,173,1,3,0.0
28214,1,2,2,2,2330,4,3,3.0
28216,1,1,3,1,2994,4,4,0.0
28218,1,2,3,2,481,4,3,0.0
28219,1,2,2,1,1068,3,3,37.0
28220,1,1,2,2,1440,4,4,0.0
28221,1,2,2,1,630,4,4,0.0
28222,2,2,2,1,862,4,4,0.0
28223,1,2,2,2,2643,3,3,0.0
28224,2,2,3,1,1342,1,4,0.0
28226,1,2,2,2,1953,3,5,0.0
28228,1,2,2,2,1783,3,3,4.0
28229,1,2,2,1,2640,2,4,87.0
28230,1,2,3,1,1773,2,4,0.0
28231,1,2,3,1,613,4,3,0.0
28232,1,2,2,2,2157,5,4,35.0
28233,1,2,2,2,3534,4,4,0.0
28234,1,1,3,1,196,5,3,11.0
28236,1,2,2,2,594,4,4,10.0
28237,2,2,3,2,247,2,4,0.0
28238,1,2,2,2,2415,5,5,6.0
28239,1,1,3,1,1587,5,3,25.0
28240,1,1,3,2,373,5,4,0.0
28241,1,2,3,2,966,5,4,0.0
28242,1,1,3,1,798,4,4,0.0
28243,2,2,3,1,349,2,1,0.0
28244,2,2,3,1,986,2,4,152.0
28245,1,2,2,2,1818,3,3,8.0
28246,1,1,3,1,404,4,4,35.0
28247,1,2,2,2,951,5,4,128.0
28248,2,2,2,2,395,1,2,0.0
28250,2,2,1,1,787,3,4,0.0
28251,1,1,1,1,1073,2,2,11.0
28252,1,1,3,1,1984,4,4,43.0
28253,2,2,3,1,356,5,4,20.0
28254,2,2,3,1,1352,5,4,0.0
28255,1,2,2,2,1576,4,4,8.0
28256,1,2,2,2,2142,3,3,0.0
28257,1,2,2,1,1802,4,3,0.0
28258,1,2,3,1,1616,2,4,15.0
28259,1,2,2,2,3140,4,1,0.0
28260,1,2,2,2,3117,4,4,0.0
28261,2,2,2,1,909,5,5,40.0
28262,1,2,2,1,2639,3,4,7.0
28263,1,2,3,2,1154,4,3,0.0
28264,1,2,2,2,2054,5,5,0.0
28265,1,2,2,1,1826,3,3,8.0
28266,2,2,3,1,862,4,3,13.0
28267,2,2,3,1,403,5,4,57.0
28268,1,1,3,1,738,3,4,25.0
28269,1,1,3,2,1086,1,4,0.0
28270,1,1,3,1,1195,4,4,9.0
28272,1,2,2,1,1842,3,3,93.0
28276,1,1,3,1,650,1,4,5.0
28277,1,1,3,1,964,5,5,0.0
28278,1,2,2,2,1012,5,5,0.0
28279,1,2,2,2,3068,2,2,0.0
28280,1,1,3,1,628,3,4,193.0
28281,1,2,2,2,1597,3,3,5.0
28282,1,2,2,1,936,3,3,0.0
28283,2,2,3,1,911,2,4,0.0
28284,1,1,2,1,964,1,5,0.0
28286,1,1,3,1,895,3,2,3.0
28287,1,1,3,1,781,5,4,0.0
28288,1,2,2,1,1504,4,3,17.0
28289,2,2,2,1,868,2,4,6.0
28290,1,2,2,2,466,5,5,0.0
28291,2,2,3,1,164,4,3,0.0
28292,1,2,2,2,532,3,3,0.0
28293,1,1,3,1,226,3,3,9.0
28294,1,2,2,2,2271,5,4,28.0
28295,1,1,3,1,678,1,5,0.0
28296,1,2,2,2,2507,5,5,0.0
28297,1,2,2,2,1096,3,3,0.0
28298,1,2,2,2,1448,5,4,0.0
28299,1,1,3,1,190,3,1,0.0
28300,1,2,2,1,1362,3,3,0.0
28301,1,1,3,1,1009,1,4,0.0
28302,1,1,3,2,1179,2,3,6.0
28303,2,2,3,1,323,3,1,1.0
28304,1,2,2,2,748,2,4,10.0
28305,2,2,2,1,404,5,4,94.0
28306,1,2,2,1,522,4,4,17.0
28307,1,2,3,1,588,3,3,0.0
28308,1,1,3,1,515,5,1,12.0
28309,1,2,2,2,628,3,3,0.0
28310,1,2,3,2,109,5,5,0.0
28311,1,2,2,1,692,2,3,0.0
28312,1,2,3,2,129,4,4,0.0
28313,2,2,2,1,102,1,5,0.0
28314,2,2,3,1,2475,3,3,0.0
28315,1,2,2,1,226,1,1,0.0
28316,1,2,2,1,266,3,3,85.0
28317,1,2,1,2,190,4,3,0.0
28318,1,1,3,1,302,4,5,0.0
28319,1,2,2,2,2815,4,4,102.0
28320,1,2,1,2,773,4,3,14.0
28321,1,2,2,2,2734,5,5,43.0
28322,2,2,3,2,495,5,3,0.0
28323,1,1,3,2,404,4,4,0.0
28324,1,2,3,1,714,2,2,0.0
28325,2,2,2,2,335,3,5,0.0
28326,1,1,3,1,746,3,4,4.0
28327,1,2,3,2,373,5,5,25.0
28329,1,2,2,2,2334,5,5,12.0
28330,2,2,3,1,896,5,3,0.0
28331,1,1,3,1,451,1,4,1.0
28332,1,1,3,1,354,2,4,0.0
28333,1,2,3,2,967,2,3,0.0
28334,1,2,2,2,1055,5,5,0.0
28335,1,2,2,2,298,4,4,0.0
28336,1,2,2,2,1416,5,5,30.0
28337,1,2,3,1,164,1,1,17.0
28338,1,1,1,1,1797,5,4,0.0
28339,2,2,2,2,1313,4,4,22.0
28340,2,2,2,2,621,3,5,0.0
28341,2,2,3,1,596,2,2,0.0
28342,1,2,2,2,647,3,3,2.0
28343,1,2,2,2,2222,5,5,62.0
28346,1,2,2,2,973,5,5,0.0
28347,1,2,2,2,2407,3,3,30.0
28348,1,1,3,1,1121,5,5,12.0
28349,1,1,1,1,332,5,4,0.0
28350,1,2,2,1,101,3,2,0.0
28351,1,2,2,2,3397,5,1,5.0
28353,2,2,3,2,170,5,2,0.0
28354,1,2,2,1,612,2,2,20.0
28355,1,2,3,1,223,4,4,177.0
28356,1,1,2,1,574,3,3,0.0
28357,2,2,3,1,125,4,4,91.0
28358,1,2,2,2,1189,5,5,7.0
28359,1,1,3,1,1590,4,4,0.0
28360,1,2,1,1,250,2,3,0.0
28361,1,2,2,2,2661,5,5,13.0
28362,1,1,3,1,160,4,1,0.0
28363,2,2,2,1,272,1,3,0.0
28364,2,2,3,1,134,3,2,65.0
28365,1,1,3,1,351,3,5,0.0
28366,1,2,2,2,3302,4,4,0.0
28368,1,1,3,1,964,3,3,0.0
28369,1,1,3,1,328,3,5,23.0
28370,1,1,3,1,862,5,4,18.0
28371,1,2,3,2,1211,5,5,0.0
28373,1,2,2,1,2756,3,3,88.0
28374,1,2,2,1,954,2,2,0.0
28375,1,1,3,1,844,2,5,10.0
28376,1,2,2,2,1814,4,4,52.0
28377,2,2,2,2,816,2,4,0.0
28378,1,2,2,2,1874,4,4,10.0
28379,1,1,3,1,985,2,4,0.0
28380,1,2,2,2,307,3,3,0.0
28381,1,2,2,2,2716,3,3,4.0
28382,1,2,2,2,2523,4,4,0.0
28383,1,2,3,2,946,5,1,0.0
28384,1,1,3,1,867,4,4,6.0
28385,1,2,2,2,1786,4,4,30.0
28387,1,2,3,1,1046,1,1,12.0
28388,1,2,2,2,3945,5,5,41.0
28389,1,1,3,1,1235,4,5,0.0
28391,1,1,3,1,110,2,3,19.0
28393,1,1,3,1,1747,4,4,0.0
28394,2,2,3,1,386,3,3,0.0
28395,1,2,2,2,1746,3,5,0.0
28396,1,1,1,1,834,5,5,0.0
28397,1,2,2,1,3003,4,4,9.0
28398,2,2,3,1,328,5,2,9.0
28401,1,2,2,2,224,4,5,14.0
28402,1,2,2,2,3123,4,4,0.0
28403,1,2,2,2,3947,4,4,0.0
28404,1,2,2,2,2421,5,5,0.0
28405,1,2,3,1,255,3,3,10.0
28406,1,2,2,1,3081,3,4,0.0
28407,2,2,3,1,802,1,2,17.0
28408,1,2,1,1,140,3,3,0.0
28409,1,2,2,2,3810,2,2,0.0
28410,2,1,3,1,1047,2,4,27.0
28411,1,2,2,1,3623,3,4,0.0
28412,1,2,2,2,3422,5,4,0.0
28413,1,2,2,1,669,3,3,56.0
28414,1,1,3,1,601,3,3,0.0
28415,1,1,3,1,711,4,4,0.0
28416,1,2,3,2,748,5,4,0.0
28417,1,2,3,2,694,4,2,0.0
28418,1,2,2,1,1812,2,3,75.0
28419,1,2,2,1,606,2,2,0.0
28420,1,2,3,1,365,4,4,0.0
28421,1,2,2,2,460,4,4,2.0
28422,1,2,2,2,2421,5,2,17.0
28423,1,1,3,2,1342,5,5,0.0
28424,1,1,3,1,301,2,4,0.0
28425,2,2,2,2,157,5,5,44.0
28426,2,2,3,2,1068,3,5,0.0
28427,1,1,3,1,484,2,2,44.0
28428,2,1,3,2,151,2,5,0.0
28429,2,2,2,1,189,2,4,1.0
28430,2,2,3,1,129,1,1,3.0
28431,1,2,2,2,588,4,4,0.0
28432,1,2,3,2,639,2,1,0.0
28433,1,2,3,2,391,5,4,0.0
28434,1,1,3,1,370,1,1,10.0
28435,1,2,2,2,3032,3,1,149.0
28437,1,2,2,2,3760,5,5,0.0
28438,1,1,3,1,1201,4,2,18.0
28439,1,2,2,2,3477,5,5,26.0
28440,1,2,2,2,1698,1,4,0.0
28442,1,2,2,2,1971,4,2,493.0
28443,1,1,3,1,991,3,4,0.0
28444,2,2,2,1,414,4,4,14.0
28445,1,2,2,2,2568,4,4,12.0
28446,1,1,3,2,1471,5,5,0.0
28447,1,1,3,1,214,1,1,3.0
28448,1,2,2,2,742,4,4,3.0
28449,1,1,3,1,1157,5,5,0.0
28450,2,2,2,2,1440,5,4,27.0
28451,1,2,2,2,1809,2,2,7.0
28452,1,2,1,1,164,3,3,0.0
28453,1,2,2,2,3448,2,5,237.0
28454,2,2,3,1,716,5,1,10.0
28455,1,1,3,2,1194,4,3,0.0
28456,1,2,2,2,3268,4,4,31.0
28457,1,2,2,2,3639,5,1,0.0
28458,1,2,2,1,1927,1,3,170.0
28460,2,2,1,1,876,5,4,10.0
28461,1,2,3,2,223,3,3,16.0
28462,1,2,2,2,1889,4,5,12.0
28463,1,2,2,2,2878,4,4,0.0
28464,1,2,3,1,325,4,3,0.0
28465,1,2,2,2,825,5,5,0.0
28467,1,2,2,2,373,3,3,0.0
28468,1,2,3,2,1034,4,1,0.0
28469,2,2,3,1,1491,2,4,0.0
28470,2,2,3,1,2422,1,3,1.0
28472,1,1,3,1,1081,1,4,171.0
28473,1,2,2,1,488,2,2,4.0
28474,1,2,3,1,251,3,4,0.0
28476,2,2,3,1,542,5,4,1.0
28478,1,1,3,1,414,5,5,0.0
28479,2,2,3,1,820,4,3,0.0
28481,1,2,3,2,374,4,1,0.0
28482,1,1,3,1,429,5,5,7.0
28483,1,2,2,1,3127,4,3,122.0
28484,1,1,3,1,759,3,5,79.0
28486,2,2,3,1,925,2,4,42.0
28487,1,1,3,1,639,5,5,5.0
28488,1,1,3,1,213,2,3,0.0
28489,1,1,3,1,954,3,1,12.0
28490,1,2,2,2,419,4,4,0.0
28491,1,2,2,2,861,5,3,0.0
28492,2,2,3,1,202,1,3,45.0
28493,1,1,3,1,287,2,4,11.0
28495,1,2,2,2,3709,5,4,22.0
28496,2,2,3,1,1050,3,4,28.0
28497,1,2,2,1,345,3,3,3.0
28498,1,2,2,1,599,2,4,28.0
28499,1,2,2,2,1671,5,5,7.0
28500,1,1,3,1,484,3,4,0.0
28501,1,1,1,2,965,4,5,1.0
28502,1,2,3,1,240,2,3,8.0
28503,1,2,3,1,1182,4,3,19.0
28504,1,2,2,2,2602,5,5,0.0
28505,1,2,2,1,3745,3,3,47.0
28506,1,2,3,1,109,4,4,36.0
28507,1,1,3,2,254,1,3,0.0
28508,1,1,1,1,273,3,1,6.0
28509,1,1,3,1,1849,2,1,0.0
28510,2,2,3,1,1313,4,3,0.0
28511,1,2,1,1,850,2,2,0.0
28512,1,1,3,1,156,3,3,0.0
28513,1,2,2,1,3375,4,2,8.0
28514,1,1,3,1,347,1,2,0.0
28515,1,1,3,2,785,1,1,13.0
28517,1,1,3,2,1744,5,5,31.0
28518,1,2,3,2,257,5,3,0.0
28519,2,2,3,1,998,2,3,0.0
28520,1,1,3,1,1174,1,5,32.0
28521,1,2,2,2,761,5,5,15.0
28522,1,2,3,2,110,4,1,18.0
28523,2,2,3,1,912,3,4,117.0
28524,1,1,3,1,216,3,3,0.0
28525,1,2,2,2,2588,5,5,7.0
28527,1,1,3,1,987,4,3,0.0
28528,1,1,3,1,630,3,1,0.0
28529,2,2,3,1,862,3,2,0.0
28530,1,1,1,1,631,5,5,0.0
28531,1,2,3,2,391,3,3,0.0
28532,1,2,3,2,503,3,3,4.0
28533,2,2,3,1,280,1,4,0.0
28534,1,2,2,2,526,5,5,15.0
28535,1,2,2,2,2928,4,4,0.0
28536,2,2,2,1,2504,4,4,0.0
28537,1,2,2,2,2199,5,5,0.0
28538,1,2,2,2,361,2,2,0.0
28539,1,1,1,1,486,3,4,1.0
28540,2,2,3,1,541,5,4,31.0
28541,2,2,2,2,669,4,5,0.0
28542,2,2,3,1,954,1,2,0.0
28543,1,2,2,2,1558,5,4,0.0
28544,1,1,3,1,266,1,3,53.0
28545,1,2,2,2,184,3,5,0.0
28546,1,2,3,1,1144,1,4,15.0
28547,1,1,3,1,701,4,4,71.0
28548,1,2,2,2,4243,5,4,111.0
28549,1,2,3,2,551,4,4,47.0
28550,1,1,3,1,458,5,2,0.0
28551,1,1,3,1,1086,1,5,4.0
28552,1,1,3,1,994,5,5,40.0
28553,1,2,2,2,1555,4,4,21.0
28554,1,1,3,1,606,5,3,0.0
28555,2,2,2,1,1199,3,4,0.0
28556,1,1,1,1,196,2,5,0.0
28557,1,2,2,2,2449,5,5,113.0
28558,1,1,3,1,299,5,5,42.0
28559,1,2,2,2,2248,4,4,237.0
28560,2,2,2,2,192,5,5,0.0
28561,1,2,3,1,1476,2,4,7.0
28562,2,2,3,1,594,4,5,0.0
28563,1,1,3,1,1723,1,3,0.0
28565,1,1,2,1,1670,3,3,7.0
28566,1,1,3,1,979,5,4,18.0
28567,1,2,3,1,930,2,3,10.0
28568,1,1,3,1,604,3,5,427.0
28569,1,2,2,1,2248,3,3,0.0
28570,1,2,2,2,3416,4,4,0.0
28571,1,2,2,1,1520,3,3,70.0
28572,2,2,3,1,551,4,1,0.0
28574,1,2,2,2,1617,5,5,14.0
28575,1,2,2,1,3305,3,3,0.0
28576,1,2,3,1,1721,2,1,0.0
28577,2,2,1,1,77,5,3,0.0
28578,2,2,3,1,1017,5,3,0.0
28579,1,1,3,1,436,4,5,26.0
28580,2,2,2,2,612,2,5,0.0
28581,1,2,2,2,3425,4,4,0.0
28582,2,2,3,1,2355,2,3,0.0
28584,1,2,2,2,334,3,3,0.0
28585,1,1,3,1,758,4,5,1.0
28586,1,1,2,1,992,5,5,71.0
28587,1,2,2,2,1087,4,4,0.0
28588,1,1,3,1,1597,3,4,0.0
28589,1,1,3,1,306,1,1,0.0
28591,1,1,3,1,528,3,4,35.0
28592,1,1,3,1,1072,3,4,25.0
28593,1,2,2,2,315,5,5,65.0
28594,1,1,3,1,1065,2,3,0.0
28595,1,1,1,2,980,1,4,0.0
28596,2,2,3,2,462,3,5,16.0
28597,2,2,2,2,361,2,5,10.0
28598,2,2,3,1,448,4,1,25.0
28599,1,2,3,1,696,4,4,16.0
28600,1,2,2,2,3137,4,4,0.0
28601,2,2,2,2,190,3,4,0.0
28602,1,1,2,1,508,2,5,12.0
28603,1,2,2,1,200,2,3,0.0
28604,1,2,1,2,483,5,5,4.0
28605,1,1,3,1,984,5,5,0.0
28607,1,2,2,2,2454,5,4,0.0
28608,1,1,1,1,822,1,5,51.0
28609,1,1,3,1,262,3,4,3.0
28610,1,1,3,1,631,4,3,46.0
28612,1,2,3,1,325,2,3,0.0
28613,1,2,2,1,2960,2,2,3.0
28614,1,2,2,2,3679,4,4,2.0
28615,1,2,2,2,2227,4,4,6.0
28616,1,1,1,2,192,3,5,0.0
28617,1,2,2,1,3397,2,3,7.0
28618,1,2,2,2,629,5,5,0.0
28619,1,2,2,2,1565,5,5,20.0
28621,1,2,2,2,419,2,2,59.0
28622,1,2,2,2,247,5,4,0.0
28623,1,1,2,1,213,1,1,131.0
28624,1,2,1,1,201,1,1,0.0
28625,1,1,3,1,346,3,3,0.0
28626,2,2,3,1,403,3,4,14.0
28627,1,2,2,2,3376,5,5,16.0
28628,1,2,3,1,254,3,2,32.0
28629,1,1,3,1,299,4,5,27.0
28630,1,1,3,1,338,3,3,0.0
28631,1,2,1,2,458,4,3,13.0
28632,1,2,3,1,2475,4,4,0.0
28634,1,2,2,2,3137,5,5,76.0
28635,1,2,2,2,488,4,4,17.0
28636,2,2,2,1,435,4,4,0.0
28637,1,2,2,2,1946,4,4,0.0
28638,2,2,2,1,1298,2,5,0.0
28639,1,2,2,1,2241,2,3,136.0
28640,1,2,3,1,147,4,4,0.0
28641,1,2,2,2,238,5,5,30.0
28642,1,1,3,1,2541,4,5,0.0
28643,1,1,3,1,1635,4,5,0.0
28644,1,2,2,1,1635,2,2,16.0
28645,1,2,3,2,577,4,3,0.0
28646,1,2,2,2,2286,4,4,11.0
28647,1,1,3,1,143,1,1,4.0
28648,1,1,3,1,347,2,4,1.0
28649,1,1,3,1,347,2,4,13.0
28650,1,1,3,1,993,2,4,0.0
28651,2,2,3,1,1249,4,3,15.0
28652,1,2,3,1,373,2,3,33.0
28653,2,2,3,1,919,3,4,0.0
28654,1,1,3,1,383,5,3,17.0
28655,2,2,3,1,558,1,4,4.0
28656,2,2,2,2,1072,5,4,10.0
28657,1,1,3,1,596,1,2,0.0
28658,1,2,2,2,333,5,5,0.0
28659,1,1,3,1,867,3,4,0.0
28662,1,2,2,2,371,4,4,3.0
28663,1,2,2,1,2113,2,2,15.0
28664,1,1,3,1,140,4,5,42.0
28665,1,1,3,1,541,2,4,0.0
28666,1,2,2,2,3655,5,5,61.0
28667,1,2,2,1,2287,4,4,10.0
28668,1,2,2,2,2556,2,2,0.0
28669,2,2,3,1,272,3,3,3.0
28670,1,2,3,2,323,3,3,0.0
28671,1,1,3,1,147,5,5,60.0
28672,1,1,3,1,1020,5,3,11.0
28675,1,1,3,1,2350,3,4,0.0
28676,1,2,2,1,509,3,3,0.0
28678,2,2,3,1,158,2,4,102.0
28679,1,2,2,2,3198,3,3,0.0
28680,1,1,3,1,1235,4,3,4.0
28681,2,2,3,1,240,3,1,335.0
28682,1,2,2,2,1179,2,5,0.0
28683,1,1,3,1,139,4,3,0.0
28684,1,2,2,2,649,5,5,0.0
28685,1,2,2,2,342,5,5,18.0
28688,2,2,3,2,253,2,4,0.0
28690,1,1,3,2,862,3,4,0.0
28691,1,1,3,1,125,1,1,6.0
28692,1,2,2,2,3895,5,5,0.0
28693,2,2,3,1,448,1,4,2.0
28694,1,1,3,1,507,4,4,1.0
28695,1,2,2,1,1200,2,2,9.0
28697,1,2,2,2,3195,3,3,0.0
28698,1,2,2,2,1084,2,2,0.0
28699,2,2,2,1,216,4,4,6.0
28700,1,2,2,2,110,5,5,0.0
28701,1,2,2,2,3634,4,5,9.0
28702,1,2,2,2,413,5,5,0.0
28703,1,2,2,2,2129,4,4,5.0
28704,2,2,3,1,399,4,1,13.0
28705,1,2,2,2,2536,4,4,99.0
28706,1,2,2,2,236,4,5,0.0
28707,1,2,2,2,2105,5,5,4.0
28708,1,1,3,1,2446,5,3,7.0
28710,1,1,3,1,787,4,4,94.0
28711,1,1,2,2,511,5,5,3.0
28712,1,2,2,2,1743,5,2,4.0
28713,1,2,2,2,1547,4,4,6.0
28714,2,2,2,1,727,4,5,2.0
28715,1,2,3,2,200,3,3,0.0
28716,1,2,2,2,3482,4,4,0.0
28717,1,1,3,1,955,5,4,0.0
28720,1,2,2,2,3049,4,4,0.0
28721,1,2,2,2,223,3,4,22.0
28722,1,2,3,2,1041,5,5,0.0
28723,1,2,2,1,2280,4,4,0.0
28724,1,1,3,1,2349,4,2,19.0
28725,2,2,2,1,1744,4,4,4.0
28726,2,2,3,1,1033,3,4,0.0
28727,1,2,2,2,3993,5,4,0.0
28728,1,1,3,1,1514,2,4,64.0
28729,2,2,2,1,1773,3,3,2.0
28730,1,2,2,2,2422,4,5,12.0
28731,1,2,1,2,2329,3,4,0.0
28732,1,2,2,2,723,4,4,9.0
28733,1,2,2,2,2276,3,3,0.0
28734,1,1,3,2,650,2,3,0.0
28735,2,2,2,2,502,2,4,0.0
28736,1,2,2,2,2234,5,5,31.0
28737,1,2,3,1,636,3,4,56.0
28738,1,1,3,1,867,4,4,90.0
28739,2,2,2,1,2845,1,2,0.0
28740,1,1,3,2,672,1,4,0.0
28741,1,1,3,1,1035,5,4,0.0
28742,1,1,1,1,341,3,3,106.0
28743,1,1,3,1,395,5,5,34.0
28744,1,2,2,2,1512,5,5,0.0
28745,1,1,2,1,903,3,4,9.0
28746,1,1,3,1,212,5,4,0.0
28748,1,1,3,2,337,5,5,3.0
28749,1,1,3,1,515,2,2,20.0
28750,2,2,2,2,770,2,5,14.0
28751,1,2,3,2,216,4,3,0.0
28753,1,1,2,1,1188,2,2,9.0
28754,1,1,3,1,1069,3,4,0.0
28755,1,1,3,1,162,2,5,13.0
28756,1,2,2,2,2340,5,3,3.0
28757,1,1,3,1,762,1,4,57.0
28759,2,2,3,1,941,3,2,24.0
28760,1,1,3,1,1910,3,5,116.0
28761,1,2,2,2,588,3,3,0.0
28762,1,1,3,1,337,2,4,0.0
28763,1,2,2,2,1372,5,5,12.0
28764,1,2,2,2,414,2,2,0.0
28765,1,2,3,2,443,4,4,6.0
28768,1,2,2,2,2288,3,5,0.0
28769,1,2,3,1,945,3,2,13.0
28770,2,2,2,2,296,3,5,34.0
28771,1,2,2,2,1953,5,5,5.0
28772,1,1,3,1,296,3,3,0.0
28773,1,1,3,1,297,5,2,0.0
28774,1,1,3,1,361,2,4,39.0
28775,1,1,3,1,620,4,3,18.0
28776,1,2,2,1,587,3,3,51.0
28777,1,2,3,1,957,3,3,14.0
28778,1,2,3,1,762,2,3,36.0
28779,1,1,3,1,1211,2,4,16.0
28780,1,2,2,2,2901,5,5,20.0
28782,1,1,3,1,456,1,4,0.0
28783,2,2,3,1,369,3,2,0.0
28784,1,1,3,1,2475,5,3,0.0
28785,1,1,3,1,937,5,2,25.0
28786,1,2,1,2,991,4,4,0.0
28787,1,2,2,2,1868,3,5,5.0
28788,1,2,3,1,89,4,3,0.0
28789,1,1,3,1,1172,4,3,2.0
28791,1,1,1,1,817,1,4,0.0
28793,1,2,3,1,2077,1,3,38.0
28795,1,2,2,1,3640,3,3,19.0
28796,1,2,3,1,852,4,4,42.0
28797,1,2,2,2,1749,5,4,11.0
28798,1,2,2,2,240,5,5,0.0
28799,1,2,3,1,507,3,3,0.0
28800,1,2,2,2,2879,4,4,3.0
28801,1,2,3,1,451,1,1,0.0
28802,1,1,3,2,2399,2,5,14.0
28803,1,2,2,2,2277,5,5,11.0
28804,1,2,2,2,2978,4,4,0.0
28805,1,2,3,2,532,5,5,4.0
28806,1,1,3,1,692,5,4,42.0
28807,1,2,2,2,2683,4,4,39.0
28808,1,1,3,1,749,5,5,8.0
28809,1,2,3,2,257,5,2,0.0
28810,1,2,2,2,2552,5,5,0.0
28811,1,2,2,2,3150,5,5,109.0
28813,2,2,2,2,1145,2,5,0.0
28814,1,2,3,2,744,3,3,5.0
28815,1,2,3,2,423,5,2,0.0
28816,1,2,2,2,402,5,5,1.0
28817,2,2,2,1,1892,3,4,0.0
28818,1,2,2,1,1481,2,2,61.0
28819,1,2,2,2,2962,4,4,0.0
28820,1,2,2,2,1355,4,4,39.0
28821,1,2,1,1,569,2,4,34.0
28822,1,2,2,2,2256,4,4,1.0
28823,2,2,2,2,184,4,5,0.0
28825,1,1,3,1,372,1,5,23.0
28826,1,1,3,1,361,1,1,3.0
28827,1,1,3,1,356,1,5,7.0
28828,1,2,2,1,3127,3,3,0.0
28829,1,2,2,2,1717,3,5,0.0
28830,1,2,2,2,1920,5,5,99.0
28831,2,2,3,1,775,1,5,0.0
28832,1,2,1,1,802,3,2,0.0
28833,1,1,3,1,526,1,5,0.0
28834,1,1,3,1,622,3,5,2.0
28835,1,1,3,1,1211,3,3,0.0
28836,2,2,3,1,1037,1,4,18.0
28837,1,2,2,1,3255,3,4,1.0
28838,2,2,2,1,351,4,5,0.0
28840,1,1,3,1,395,5,5,0.0
28841,1,2,2,2,1400,5,5,21.0
28842,1,2,2,2,108,4,4,20.0
28844,1,2,3,1,577,3,3,110.0
28845,2,2,3,1,335,5,4,0.0
28846,1,1,3,1,214,3,5,2.0
28847,1,2,2,2,1618,4,4,12.0
28848,2,2,3,1,149,4,4,0.0
28849,1,2,2,2,3024,3,1,0.0
28850,1,2,3,1,337,3,3,19.0
28851,1,2,3,2,1304,5,1,27.0
28852,1,2,2,1,1561,4,4,0.0
28853,1,2,3,1,157,4,3,19.0
28854,1,2,2,2,1596,5,5,0.0
28855,1,2,2,2,2441,5,5,0.0
28856,1,1,3,2,1024,5,5,0.0
28857,1,2,2,2,2171,5,5,1.0
28858,1,2,2,2,544,5,1,109.0
28860,1,2,2,2,964,5,5,16.0
28861,1,2,3,1,651,3,3,0.0
28862,1,2,3,1,1023,4,3,0.0
28863,1,2,2,2,2078,3,5,76.0
28864,1,2,3,1,338,2,3,0.0
28865,2,2,3,1,109,3,3,0.0
28866,1,2,2,1,481,1,4,0.0
28867,1,2,1,2,854,3,2,3.0
28868,1,1,3,1,1524,5,2,0.0
28869,1,2,2,2,2744,4,4,0.0
28870,1,2,2,1,1560,2,4,9.0
28871,1,2,2,1,1065,2,2,0.0
28872,1,1,2,1,682,3,3,0.0
28873,1,2,2,2,2744,2,2,4.0
28874,1,2,2,1,3081,2,4,122.0
28875,2,2,2,1,363,2,3,0.0
28877,1,1,3,2,160,3,5,0.0
28878,1,2,2,1,507,3,4,20.0
28879,1,1,3,1,624,3,3,0.0
28880,1,2,2,2,2360,5,5,0.0
28881,1,2,3,2,304,4,5,0.0
28882,1,2,2,2,3472,3,3,0.0
28883,2,2,3,1,777,4,2,0.0
28885,1,2,1,2,89,4,5,31.0
28886,1,1,3,1,2133,2,4,0.0
28887,1,2,2,2,711,4,4,0.0
28888,1,2,2,2,1905,5,4,0.0
28889,2,2,3,1,1352,3,4,258.0
28890,2,2,2,1,937,3,5,32.0
28891,1,2,2,1,2503,4,3,111.0
28892,1,2,2,2,3808,4,4,41.0
28893,1,2,2,1,612,2,2,22.0
28894,1,2,1,2,190,5,5,23.0
28895,1,2,2,2,2917,5,5,2.0
28896,1,1,3,1,488,1,3,0.0
28897,1,2,2,2,2148,5,5,0.0
28898,1,2,3,2,451,5,5,0.0
28900,1,2,1,1,973,1,3,1.0
28901,1,2,3,1,307,2,4,27.0
28902,2,2,3,1,1068,1,1,74.0
28903,1,1,2,1,634,4,4,0.0
28904,1,2,1,1,631,1,3,18.0
28905,1,2,2,2,1491,3,4,10.0
28907,2,2,3,1,196,2,1,0.0
28908,1,1,3,2,1947,2,5,4.0
28909,1,1,3,1,2267,2,2,0.0
28910,1,2,2,1,986,1,1,101.0
28911,2,2,2,2,1585,4,4,51.0
28912,2,2,3,1,391,2,4,273.0
28913,1,2,2,1,3789,3,3,119.0
28914,1,2,2,2,3006,4,4,20.0
28915,1,2,2,2,1407,4,4,91.0
28916,1,2,2,2,293,5,5,59.0
28917,1,1,2,1,2556,1,1,0.0
28918,2,2,3,2,247,3,4,11.0
28919,1,1,3,1,853,1,3,0.0
28920,1,1,3,1,1814,5,3,0.0
28922,1,1,3,2,308,5,5,0.0
28923,1,1,3,1,2075,2,3,0.0
